h en0 var0 maxBondDim0 gap var1 maxBondDim1 
4.9 -585.856 0.00396801 24 11.3879 0.00397288 42 
5 -595.744 0.00371496 24 11.5868 0.0037511 42 
5.1 -605.636 0.00410379 23 11.7856 0.00413786 41 
5.2 -615.531 0.00386224 23 11.9845 0.00395314 41 
5.3 -625.429 0.00366292 23 12.1835 0.003752 40 
5.4 -635.331 0.00378328 23 12.3824 0.00386178 39 
5.5 -645.235 0.00410444 22 12.5814 0.0041602 38 
5.6 -655.142 0.00404092 22 12.7804 0.00413843 36 
5.7 -665.051 0.00415453 22 12.9794 0.00418318 36 
5.8 -674.963 0.00409777 22 13.1784 0.00410644 34 
5.9 -684.878 0.00430143 21 13.3775 0.00435768 33 
6 -694.794 0.0044951 21 13.5766 0.00453959 32 
6.1 -704.713 0.00427173 20 13.7757 0.00433039 31 
6.2 -714.634 0.00466184 20 13.9748 0.00470521 31 
6.3 -724.558 0.00443171 20 14.174 0.00448839 30 
6.4 -734.483 0.00421683 19 14.3731 0.00426734 29 
6.5 -744.41 0.00458058 18 14.5723 0.00461502 29 
6.6 -754.339 0.00451537 18 14.7715 0.00454873 29 
6.7 -764.269 0.00448948 18 14.9707 0.0045201 28 
6.8 -774.202 0.00427389 18 15.1699 0.0043017 28 
6.9 -784.136 0.00407119 17 15.3692 0.00412521 27 
7 -794.071 0.00387557 17 15.5685 0.00392827 27 
7.1 -804.008 0.00369156 17 15.7677 0.00375739 26 
7.2 -813.947 0.00351828 17 15.967 0.00358854 26 
7.3 -823.887 0.00344621 17 16.1663 0.00351867 26 
7.4 -833.828 0.00328851 17 16.3657 0.00336387 25 
7.5 -843.771 0.00323809 17 16.565 0.00330833 25 
7.6 -853.715 0.00309605 17 16.7643 0.00317097 24 
7.7 -863.66 0.00296173 16 16.9637 0.00304402 24 
7.8 -873.606 0.00283227 16 17.1631 0.00291397 24 
7.9 -883.554 0.00270978 16 17.3625 0.00279099 24 
8 -893.503 0.00259379 16 17.5618 0.00267364 24 
8.1 -903.452 0.00248397 16 17.7613 0.00256626 24 
8.2 -913.403 0.00237987 16 17.9607 0.00246131 24 
8.3 -923.355 0.00228116 16 18.1601 0.00236477 23 
8.4 -933.308 0.00218754 16 18.3595 0.00228245 22 
8.5 -943.261 0.00209864 16 18.559 0.00219462 22 
8.6 -953.216 0.0020142 16 18.7584 0.00211316 22 
8.7 -963.172 0.00193396 16 18.9579 0.00203921 22 
8.8 -973.128 0.00185769 16 19.1574 0.00197611 22 
8.9 -983.085 0.00178515 16 19.3569 0.00193311 22 
9 -993.044 0.00171607 16 19.5564 0.00194282 22 
