time en(t) enf(t) enf(t)-en0 svN(t) localEn(t) localEn(t)-localEn0 SzSz(t) Sperp(t)
4.3 -11.4096 -11.4595 2.08033 0.878092 -0.289621 -0.385165 -0.405202 -0.398246 -0.403071 -0.419804 -0.403355 -0.398743 -0.414457 -0.395953 -0.328805 -0.317008 0.256223 0.0483033 0.0589802 0.0556683 0.0534244 0.0358041 0.0522524 0.0577525 0.0394573 0.0682298 0.104664 0.228836 
4.4 -11.4095 -11.4472 2.09264 0.88099 -0.281427 -0.387555 -0.398835 -0.395202 -0.403264 -0.419737 -0.403619 -0.395811 -0.409702 -0.394942 -0.332515 -0.307566 0.264416 0.0459129 0.0653473 0.0587122 0.053232 0.0358711 0.0519885 0.0606845 0.0442115 0.0692403 0.100953 0.238278 
4.5 -11.4094 -11.4347 2.10507 0.884169 -0.272935 -0.388576 -0.391775 -0.393333 -0.404002 -0.42002 -0.404447 -0.394066 -0.404161 -0.391597 -0.33581 -0.297256 0.272908 0.0448927 0.0724077 0.0605807 0.0524937 0.035588 0.0511609 0.0624296 0.0497529 0.072585 0.0976578 0.248588 
4.6 -11.4094 -11.4224 2.11735 0.887868 -0.264258 -0.388229 -0.384549 -0.392711 -0.405164 -0.420624 -0.405723 -0.393576 -0.398266 -0.386105 -0.338414 -0.286199 0.281585 0.0452388 0.0796336 0.0612028 0.0513314 0.0349842 0.0498846 0.0629196 0.055648 0.0780774 0.0950539 0.259645 
4.7 -11.4094 -11.4105 2.12925 0.89225 -0.255547 -0.386602 -0.377667 -0.393309 -0.406588 -0.421427 -0.407293 -0.394312 -0.392437 -0.378811 -0.34015 -0.274555 0.290297 0.0468661 0.0865157 0.0606047 0.0499078 0.0341804 0.0483148 0.0621833 0.0614764 0.0853712 0.0933186 0.271289 
4.8 -11.4094 -11.3993 2.14054 0.897393 -0.246986 -0.383857 -0.371574 -0.395021 -0.408082 -0.422236 -0.408976 -0.396161 -0.387059 -0.370192 -0.340954 -0.262522 0.298858 0.0496117 0.0926084 0.0588924 0.0484132 0.0333723 0.0466315 0.0603343 0.0668553 0.0939901 0.0925139 0.283322 
4.9 -11.4094 -11.3888 2.15102 0.90331 -0.238793 -0.380225 -0.366622 -0.397672 -0.409449 -0.422811 -0.410582 -0.39894 -0.38245 -0.360809 -0.340881 -0.250332 0.307051 0.0532431 0.0975604 0.0562419 0.0470468 0.0327973 0.0450256 0.0575555 0.0714644 0.103373 0.0925874 0.295512 
5 -11.4094 -11.3793 2.16054 0.909978 -0.231206 -0.375998 -0.363049 -0.401032 -0.410498 -0.422913 -0.41193 -0.40241 -0.378856 -0.351265 -0.34008 -0.238249 0.314637 0.0574704 0.101133 0.0528824 0.0459972 0.0326944 0.0436778 0.0540858 0.0750576 0.112918 0.0933883 0.307595 
5.1 -11.4094 -11.3708 2.16896 0.917367 -0.224479 -0.371506 -0.360971 -0.404834 -0.411073 -0.422346 -0.412866 -0.406295 -0.376438 -0.342151 -0.338774 -0.226558 0.321365 0.0619625 0.103211 0.0490796 0.0454226 0.0332621 0.0427418 0.0502004 0.0774756 0.122032 0.0946945 0.319286 
5.2 -11.4094 -11.3636 2.17619 0.925464 -0.218864 -0.3671 -0.360387 -0.408796 -0.411063 -0.420993 -0.413281 -0.410302 -0.375265 -0.334002 -0.337223 -0.215554 0.32698 0.0663678 0.103795 0.0451178 0.0454326 0.0346144 0.042327 0.0461932 0.0786491 0.130181 0.0962453 0.330289 
5.3 -11.4094 -11.3576 2.18217 0.934278 -0.214602 -0.363129 -0.361188 -0.412631 -0.410421 -0.418852 -0.413121 -0.414135 -0.375314 -0.327256 -0.335693 -0.205536 0.331242 0.0703393 0.102995 0.0412833 0.0460743 0.0367562 0.0424868 0.042361 0.0785997 0.136927 0.0977753 0.340308 
