h en0 var0 maxBondDim0 gap var1 maxBondDim1 
5.4 -404.71 0.00177896 15 12.3794 0.0017692 28 
5.5 -411.05 0.00177584 15 12.5785 0.00175058 28 
5.6 -417.391 0.00168162 14 12.7776 0.00165815 28 
5.7 -423.734 0.00172882 14 12.9767 0.00168932 28 
5.8 -430.079 0.00162994 14 13.1758 0.00162468 27 
5.9 -436.425 0.00181055 14 13.375 0.00179792 27 
6 -442.773 0.00194911 14 13.5741 0.00190605 27 
6.1 -449.122 0.00194187 13 13.7733 0.00191645 26 
6.2 -455.472 0.00183709 13 13.9725 0.00181923 26 
6.3 -461.824 0.0019273 13 14.1717 0.00190198 26 
6.4 -468.177 0.00183959 12 14.371 0.00181439 26 
6.5 -474.531 0.00174442 12 14.5702 0.0017348 26 
6.6 -480.887 0.00165533 12 14.7695 0.00164794 26 
6.7 -487.243 0.00157183 12 14.9688 0.00157026 26 
6.8 -493.601 0.00149353 12 15.168 0.00149804 26 
6.9 -499.959 0.00142003 12 15.3673 0.00142526 26 
7 -506.319 0.00139169 12 15.5667 0.00139965 26 
7.1 -512.679 0.00132501 12 15.766 0.00133523 25 
7.2 -519.041 0.00134566 12 15.9653 0.00135766 25 
7.3 -525.403 0.00128576 12 16.1647 0.00130232 25 
7.4 -531.766 0.00123238 11 16.364 0.00124823 25 
7.5 -538.13 0.00117623 11 16.5634 0.00119237 25 
7.6 -544.495 0.00112323 11 16.7628 0.00113967 25 
7.7 -550.861 0.00107319 11 16.9622 0.00108995 25 
7.8 -557.227 0.00102589 11 17.1616 0.00104277 25 
7.9 -563.594 0.000981176 11 17.361 0.00101181 25 
8 -569.962 0.000938859 11 17.5605 0.0009706 25 
8.1 -576.331 0.00089881 11 17.7599 0.000930617 25 
8.2 -582.7 0.000860859 11 17.9593 0.000898095 24 
8.3 -589.069 0.000824899 11 18.1588 0.000862305 24 
8.4 -595.44 0.000790789 11 18.3583 0.000829469 24 
8.5 -601.811 0.000758418 11 18.5578 0.000797765 24 
8.6 -608.183 0.00072769 11 18.7572 0.000771918 24 
8.7 -614.555 0.000698498 11 18.9567 0.000751558 24 
8.8 -620.927 0.000670757 11 19.1562 0.000730095 24 
8.9 -627.301 0.000644381 11 19.3557 0.000717167 24 
9 -633.674 0.000619279 11 19.5553 0.000730829 24 
